datetime,deviceId,shortDeviceId,rssi,position,weightKg,heightM,batteryPowerV,humidityRhp,temperatureC,pressureKpa,accelerationXg,accelerationYg,accelerationZg
2018-03-07T12:08:26.976Z,d084b52e0d6b,0d6b,-86,crew-a-belt,105,120,12,34,23.70,99.34,0.94,0.34,0.08
2018-03-07T12:08:29.975Z,d084b52e0d6b,0d6b,-86,crew-a-belt,105,120,12,34,23.70,99.31,0.73,0.23,0.05
2018-03-07T12:08:41.970Z,d084b52e0d6b,0d6b,-86,crew-a-belt,105,120,12,34,23.70,99.32,1.08,0.36,-0.07
2018-03-07T12:08:43.972Z,d084b52e0d6b,0d6b,-86,crew-a-belt,105,120,12,34,23.70,99.33,1.11,0.28,-0.29
2018-03-07T12:08:44.977Z,d084b52e0d6b,0d6b,-86,crew-a-belt,105,120,12,34,23.69,99.42,0.76,0.30,-0.06
2018-03-07T12:08:47.972Z,d084b52e0d6b,0d6b,-86,crew-a-belt,105,120,12,34,23.70,99.42,1.13,0.40,-0.15
2018-03-07T12:08:48.969Z,d084b52e0d6b,0d6b,-86,crew-a-belt,105,120,12,34,23.69,99.42,1.02,0.38,-0.08
2018-03-07T12:08:50.971Z,d084b52e0d6b,0d6b,-86,crew-a-belt,105,120,12,34,23.70,99.39,0.88,0.37,0.07
2018-03-07T12:08:51.970Z,d084b52e0d6b,0d6b,-86,crew-a-belt,105,120,12,34,23.70,99.31,0.90,0.36,0.08
2018-03-07T12:08:54.977Z,d084b52e0d6b,0d6b,-86,crew-a-belt,105,120,12,34,23.70,99.31,0.90,0.42,0.25
2018-03-07T12:08:56.975Z,d084b52e0d6b,0d6b,-86,crew-a-belt,105,120,12,34,23.70,99.35,1.23,0.42,0.44
2018-03-07T12:08:57.970Z,d084b52e0d6b,0d6b,-86,crew-a-belt,105,120,12,34,23.70,99.30,1.03,0.36,0.24
2018-03-07T12:08:59.973Z,d084b52e0d6b,0d6b,-86,crew-a-belt,105,120,12,34,23.70,99.34,0.99,0.36,0.06
2018-03-07T12:09:03.975Z,d084b52e0d6b,0d6b,-86,crew-a-belt,105,120,12,34,23.69,99.33,0.96,0.37,0.05
2018-03-07T12:09:04.978Z,d084b52e0d6b,0d6b,-86,crew-a-belt,105,120,12,34,23.70,99.35,1.18,0.37,0.14
2018-03-07T12:09:05.976Z,d084b52e0d6b,0d6b,-86,crew-a-belt,105,120,12,34,23.70,99.36,1.03,0.33,0.02
2018-03-07T12:09:09.972Z,d084b52e0d6b,0d6b,-86,crew-a-belt,105,120,12,34,23.70,99.31,0.98,0.33,0.04
2018-03-07T12:09:10.968Z,d084b52e0d6b,0d6b,-86,crew-a-belt,105,120,12,34,23.70,99.33,0.97,0.36,0.12
2018-03-07T12:09:16.978Z,d084b52e0d6b,0d6b,-86,crew-a-belt,105,120,12,34,23.70,99.25,1.12,0.34,0.30
2018-03-07T12:09:18.969Z,d084b52e0d6b,0d6b,-86,crew-a-belt,105,120,12,34,23.69,99.35,0.92,0.30,0.22
2018-03-07T12:09:19.971Z,d084b52e0d6b,0d6b,-86,crew-a-belt,105,120,12,34,23.70,99.36,0.75,0.30,0.09
2018-03-07T12:09:20.970Z,d084b52e0d6b,0d6b,-86,crew-a-belt,105,120,12,34,23.70,99.36,1.01,0.34,0.06
2018-03-07T12:09:22.978Z,d084b52e0d6b,0d6b,-86,crew-a-belt,105,120,12,34,23.68,99.34,0.73,0.28,0.01
2018-03-07T12:09:23.973Z,d084b52e0d6b,0d6b,-86,crew-a-belt,105,120,12,34,23.69,99.33,0.93,0.39,0.29
2018-03-07T12:09:26.972Z,d084b52e0d6b,0d6b,-86,crew-a-belt,105,120,12,34,23.69,99.35,0.65,0.27,0.15
2018-03-07T12:09:31.973Z,d084b52e0d6b,0d6b,-86,crew-a-belt,105,120,12,34,23.70,99.30,0.98,0.36,0.20
2018-03-07T12:09:32.973Z,d084b52e0d6b,0d6b,-86,crew-a-belt,105,120,12,34,23.69,99.34,1.06,0.32,0.04
2018-03-07T12:09:33.971Z,d084b52e0d6b,0d6b,-86,crew-a-belt,105,120,12,34,23.69,99.35,1.16,0.46,0.07
